,Disease,Symptom,Position,Age,Gen
12,http://ai.symptomchecking.org/condtion/Allergies,"[http://dbpedia.org/resource/Histamine,  http://dbpedia.org/resource/Food_allergy,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Epinephrine,  http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Food_intolerance,  http://dbpedia.org/resource/Skin_allergy_test,  http://dbpedia.org/resource/Antihistamine,  http://dbpedia.org/resource/Allergen_immunotherapy,  http://dbpedia.org/resource/Medical_history,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Allergen,  http://dbpedia.org/resource/Foodborne_illness,  http://dbpedia.org/resource/Immunoglobulin_E,  http://dbpedia.org/resource/Pollen,  http://dbpedia.org/resource/Insect_bites_and_stings,  http://dbpedia.org/resource/Allergy,  http://dbpedia.org/resource/Rash]",[http://dbpedia.org/resource/Basophil],Middel age,male
13,http://ai.symptomchecking.org/condtion/Alzheimer's_disease,"[http://dbpedia.org/resource/Psychiatry,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Memory,  http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Cognitive_test,  http://dbpedia.org/resource/Pathology,  http://dbpedia.org/resource/Spatial_disorientation,  http://dbpedia.org/resource/Language,  http://dbpedia.org/resource/German_language,  http://dbpedia.org/resource/Medical_imaging,  http://dbpedia.org/resource/Antipsychotic,  http://dbpedia.org/resource/Neurodegeneration,  http://dbpedia.org/resource/Histology,  http://dbpedia.org/resource/Alois_Alzheimer,  http://dbpedia.org/resource/Symptom]",http://dbpedia.org/resource/Human_brain,Middel age,female
14,http://ai.symptomchecking.org/condtion/Anal_cancer,"[http://dbpedia.org/resource/Lymphoma,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Adenocarcinoma,  http://dbpedia.org/resource/Anatomical_terms_of_location]",http://dbpedia.org/resource/Gastrointestinal_tract,Middel age,female
15,http://ai.symptomchecking.org/condtion/Anaphylaxis,"[http://dbpedia.org/resource/Epinephrine_autoinjector,  http://dbpedia.org/resource/Insect_bites_and_stings,  http://dbpedia.org/resource/Latex]",[http://dbpedia.org/resource/White_blood_cell],Middel age,Female
16,http://ai.symptomchecking.org/condtion/Angioedema,"[http://dbpedia.org/resource/Epinephrine,  http://dbpedia.org/resource/Medical_emergency,  http://dbpedia.org/resource/Airway_obstruction]","[http://dbpedia.org/resource/Dermis,  http://dbpedia.org/resource/Mucous_membrane]",Yong,male
17,http://ai.symptomchecking.org/condtion/Ankylosing_spondylitis,"[http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Symptom,  http://dbpedia.org/resource/Ancient_Egyptian_funerary_practices,  http://dbpedia.org/resource/Medical_imaging,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Infliximab,  http://dbpedia.org/resource/Rheumatoid_factor,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Methotrexate,  http://dbpedia.org/resource/Ancient_Greek,  http://dbpedia.org/resource/Spondyloarthropathy,  http://dbpedia.org/resource/Disease-modifying_antirheumatic_drug,  http://dbpedia.org/resource/Nonsteroidal_anti-inflammatory_drug,  http://dbpedia.org/resource/Antibody,  http://dbpedia.org/resource/Surgery]",[http://dbpedia.org/resource/Vertebral_column],Middel age,female
18,http://ai.symptomchecking.org/condtion/Appendicitis,"[http://dbpedia.org/resource/Parasitism,  http://dbpedia.org/resource/Feces,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Pathogenic_bacteria,  http://dbpedia.org/resource/Acute_abdomen,  http://dbpedia.org/resource/Necrosis,  http://dbpedia.org/resource/Radiography,  http://dbpedia.org/resource/Appendectomy,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Radiology,  http://dbpedia.org/resource/Ragnall_mac_Somairle,  http://dbpedia.org/resource/The_Combination,  http://dbpedia.org/resource/Vomiting,  http://dbpedia.org/resource/Laparoscopy,  http://dbpedia.org/resource/Physical_examination,  http://dbpedia.org/resource/In_vitro,  http://dbpedia.org/resource/Hemodynamics,  http://dbpedia.org/resource/CT_scan,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Medical_ultrasound]","[http://dbpedia.org/resource/Abdominal_cavity,  http://dbpedia.org/resource/Laparotomy,  http://dbpedia.org/resource/Abdomen,  http://dbpedia.org/resource/Abdominal_wall]",young,Female
19,http://ai.symptomchecking.org/condtion/Arthritis,"[http://dbpedia.org/resource/Greek_language,  http://dbpedia.org/resource/Analgesic,  http://dbpedia.org/resource/Heat]",http://dbpedia.org/resource/Joint_replacement,Elder,female
20,http://ai.symptomchecking.org/condtion/Asbestosis,"[http://dbpedia.org/resource/Parenchyma,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Mining]",http://dbpedia.org/resource/Lung,Middel age,male
21,http://ai.symptomchecking.org/condtion/Asthma,"[http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Air_pollution,  http://dbpedia.org/resource/Aspirin,  http://dbpedia.org/resource/Human_sexual_activity,  http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Ancient_Egypt,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Intravenous_therapy,  http://dbpedia.org/resource/Antileukotriene,  http://dbpedia.org/resource/Salbutamol,  http://dbpedia.org/resource/Therapy,  http://dbpedia.org/resource/Magnesium_sulfate,  http://dbpedia.org/resource/Peak_expiratory_flow,  http://dbpedia.org/resource/Beta_blocker,  http://dbpedia.org/resource/Type_I_hypersensitivity,  http://dbpedia.org/resource/Allergen,  http://dbpedia.org/resource/Beta2-adrenergic_agonist,  http://dbpedia.org/resource/Airway_obstruction,  http://dbpedia.org/resource/Genetic_disorder,  http://dbpedia.org/resource/Bronchospasm]",http://dbpedia.org/resource/Lung,young,male
22,http://ai.symptomchecking.org/condtion/Atopic_eczema,"[http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Antibiotics,  http://dbpedia.org/resource/Twin,  http://dbpedia.org/resource/Moisturizer,  http://dbpedia.org/resource/Heredity,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Dust,  http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Food_allergy,  http://dbpedia.org/resource/Scratching,  http://dbpedia.org/resource/Hand_washing,  http://dbpedia.org/resource/Dermatitis,  http://dbpedia.org/resource/Light_therapy,  http://dbpedia.org/resource/Chlorine,  http://dbpedia.org/resource/Calcineurin,  http://dbpedia.org/resource/Body_fluid,  http://dbpedia.org/resource/Skin_infection,  http://dbpedia.org/resource/Infection,  http://dbpedia.org/resource/Contact_dermatitis,  http://dbpedia.org/resource/Asthma,  http://dbpedia.org/resource/Psoriasis,  http://dbpedia.org/resource/Atopic_dermatitis,  http://dbpedia.org/resource/Alzheimer's_disease]",[http://dbpedia.org/resource/Wool],young,female
23,http://ai.symptomchecking.org/condtion/Bacterial_vaginosis,"[http://dbpedia.org/resource/Lactobacillus,  http://dbpedia.org/resource/Vaginal_flora,  http://dbpedia.org/resource/Types_of_tennis_match,  http://dbpedia.org/resource/Antibiotics,  http://dbpedia.org/resource/Africa,  http://dbpedia.org/resource/Vaginal_yeast_infection,  http://dbpedia.org/resource/Clindamycin,  http://dbpedia.org/resource/Asia,  http://dbpedia.org/resource/PH]",[http://dbpedia.org/resource/Skin],Yong,Female
24,http://ai.symptomchecking.org/condtion/Bladder_cancer,"[http://dbpedia.org/resource/Transitional_cell_carcinoma,  http://dbpedia.org/resource/Histology,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Five-year_survival_rate,  http://dbpedia.org/resource/Lymphoma,  http://dbpedia.org/resource/Carcinoma,  http://dbpedia.org/resource/Sarcoma,  http://dbpedia.org/resource/Infection]",[http://dbpedia.org/resource/Epithelium],Yong,female
25,http://ai.symptomchecking.org/condtion/Bone_cancer,"[http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Benign_tumor,  http://dbpedia.org/resource/Histology,  http://dbpedia.org/resource/Five-year_survival_rate,  http://dbpedia.org/resource/Malignancy]",http://dbpedia.org/resource/Bone,Middel age,female
26,http://ai.symptomchecking.org/condtion/Bone_cancer_Teenagers_and_young_adults,"[http://dbpedia.org/resource/Five-year_survival_rate,  http://dbpedia.org/resource/Histology,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Malignancy]",http://dbpedia.org/resource/Bone,Elder,female
27,http://ai.symptomchecking.org/condtion/Bowel_incontinence,"[http://dbpedia.org/resource/Food_intolerance,  http://dbpedia.org/resource/Mucus,  http://dbpedia.org/resource/Defecation,  http://dbpedia.org/resource/Health_system,  http://dbpedia.org/resource/Colorectal_surgery,  http://dbpedia.org/resource/Liquid,  http://dbpedia.org/resource/Tooth_whitening,  http://dbpedia.org/resource/Cutaneous_condition,  http://dbpedia.org/resource/Human_feces,  http://dbpedia.org/resource/Gas,  http://dbpedia.org/resource/Pharmacology,  http://dbpedia.org/resource/Symptom,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Unemployment,  http://dbpedia.org/resource/Productivity,  http://dbpedia.org/resource/Childbirth,  http://dbpedia.org/resource/Urinary_tract_infection,  http://dbpedia.org/resource/Major_depressive_disorder,  http://dbpedia.org/resource/Diarrhea,  http://dbpedia.org/resource/Pressure_ulcer,  http://dbpedia.org/resource/Constipation]",[http://dbpedia.org/resource/Sphincter],young,male
28,http://ai.symptomchecking.org/condtion/Brain_stem_death,"[http://dbpedia.org/resource/White_people,  http://dbpedia.org/resource/United_Kingdom,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Role,  http://dbpedia.org/resource/Certification,  http://dbpedia.org/resource/Consciousness,  http://dbpedia.org/resource/Trinidad,  http://dbpedia.org/resource/President_of_the_United_States]","[http://dbpedia.org/resource/Brain,  http://dbpedia.org/resource/Spinal_cord,  http://dbpedia.org/resource/Cerebral_hemisphere]",Yong,female
29,http://ai.symptomchecking.org/condtion/Brain_tumours,"[http://dbpedia.org/resource/Chemotherapy,  http://dbpedia.org/resource/Brain_metastasis,  http://dbpedia.org/resource/The_Evidence_(TV_series),  http://dbpedia.org/resource/Vomiting,  http://dbpedia.org/resource/Non-small-cell_lung_carcinoma,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Australia,  http://dbpedia.org/resource/Dexamethasone,  http://dbpedia.org/resource/Five-year_survival_rate,  http://dbpedia.org/resource/Malignancy,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Anticonvulsant,  http://dbpedia.org/resource/CT_scan,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Unconsciousness,  http://dbpedia.org/resource/Benign_tumor,  http://dbpedia.org/resource/Vinyl_chloride,  http://dbpedia.org/resource/Neurofibromatosis,  http://dbpedia.org/resource/Disease]",http://dbpedia.org/resource/Human_brain,young,female
30,http://ai.symptomchecking.org/condtion/Brain_tumours_Children,"[http://dbpedia.org/resource/CT_scan,  http://dbpedia.org/resource/The_Evidence_(TV_series),  http://dbpedia.org/resource/Vinyl_chloride,  http://dbpedia.org/resource/Malignancy,  http://dbpedia.org/resource/Vomiting,  http://dbpedia.org/resource/Benign_tumor,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Furosemide,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Neurofibromatosis,  http://dbpedia.org/resource/Chemotherapy,  http://dbpedia.org/resource/Biopsy,  http://dbpedia.org/resource/Five-year_survival_rate,  http://dbpedia.org/resource/Unconsciousness,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Anticonvulsant,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Non-small-cell_lung_carcinoma,  http://dbpedia.org/resource/Magnetic_resonance_imaging,  http://dbpedia.org/resource/Radiation_therapy,  http://dbpedia.org/resource/Dexamethasone,  http://dbpedia.org/resource/Australia,  http://dbpedia.org/resource/Brain_metastasis,  http://dbpedia.org/resource/Neoplasm,  http://dbpedia.org/resource/Epileptic_seizure]",http://dbpedia.org/resource/Human_brain,young,female
31,http://ai.symptomchecking.org/condtion/Brain_tumours_Teeangers_and_young_adults,"[http://dbpedia.org/resource/Vinyl_chloride,  http://dbpedia.org/resource/Anticonvulsant,  http://dbpedia.org/resource/CT_scan,  http://dbpedia.org/resource/Australia,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Biopsy,  http://dbpedia.org/resource/Non-small-cell_lung_carcinoma,  http://dbpedia.org/resource/Vomiting,  http://dbpedia.org/resource/Disease,  http://dbpedia.org/resource/Malignancy,  http://dbpedia.org/resource/Furosemide,  http://dbpedia.org/resource/The_Evidence_(TV_series),  http://dbpedia.org/resource/Dexamethasone,  http://dbpedia.org/resource/Brain_metastasis,  http://dbpedia.org/resource/Chemotherapy,  http://dbpedia.org/resource/Benign_tumor,  http://dbpedia.org/resource/Surgery,  http://dbpedia.org/resource/Five-year_survival_rate,  http://dbpedia.org/resource/Radiation_therapy,  http://dbpedia.org/resource/Unconsciousness,  http://dbpedia.org/resource/Magnetic_resonance_imaging,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Neurofibromatosis,  http://dbpedia.org/resource/Brain_tumor]",http://dbpedia.org/resource/Human_brain,young,male
32,http://ai.symptomchecking.org/condtion/Bronchiectasis,"[http://dbpedia.org/resource/Antibiotics,  http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Physical_therapy,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/CT_scan,  http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Immune_system,  http://dbpedia.org/resource/Fibrosis,  http://dbpedia.org/resource/Doxycycline]","[http://dbpedia.org/resource/Lung_transplantation,  http://dbpedia.org/resource/Bronchus]",Yong,Female
33,http://ai.symptomchecking.org/condtion/Bronchitis,"[http://dbpedia.org/resource/Risk,  http://dbpedia.org/resource/Bronchodilator,  http://dbpedia.org/resource/Acute_bronchitis,  http://dbpedia.org/resource/Paracetamol,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Tobacco_smoking,  http://dbpedia.org/resource/Dust,  http://dbpedia.org/resource/Pathogenic_bacteria,  http://dbpedia.org/resource/Genetics,  http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Oxygen_therapy,  http://dbpedia.org/resource/Air_pollution,  http://dbpedia.org/resource/Viral_disease,  http://dbpedia.org/resource/Smoking_cessation]","[http://dbpedia.org/resource/Bronchus,  http://dbpedia.org/resource/Lung_transplantation,  http://dbpedia.org/resource/Lung]",young,female
34,http://ai.symptomchecking.org/condtion/Bulimia,"[http://dbpedia.org/resource/Farmers'_suicides_in_India,  http://dbpedia.org/resource/Laxative,  http://dbpedia.org/resource/Cognitive_behavioral_therapy,  http://dbpedia.org/resource/Binge_eating_disorder,  http://dbpedia.org/resource/Antidepressant,  http://dbpedia.org/resource/Medical_history,  http://dbpedia.org/resource/Disease]",http://dbpedia.org/resource/Human_skin,Yong,Female
35,http://ai.symptomchecking.org/condtion/Bunion,"[http://dbpedia.org/resource/Pressure,  http://dbpedia.org/resource/Glossary_of_professional_wrestling_terms,  http://dbpedia.org/resource/Procurement,  http://dbpedia.org/resource/Shoe]","[http://dbpedia.org/resource/Toe,  http://dbpedia.org/resource/Metatarsal_bones,  http://dbpedia.org/resource/Bone,  http://dbpedia.org/resource/Epithelium]",Elder,male
36,http://ai.symptomchecking.org/condtion/Bursitis,"http://dbpedia.org/resource/Sauk_people, http://dbpedia.org/resource/Gliding_flight, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Bursitis, http://dbpedia.org/resource/Pain",[http://dbpedia.org/resource/Bone],Yong,male
37,http://ai.symptomchecking.org/condtion/Catarrh,"[http://dbpedia.org/resource/Phlegm,  http://dbpedia.org/resource/Nosology,  http://dbpedia.org/resource/Appalachia,  http://dbpedia.org/resource/Traditional_medicine,  http://dbpedia.org/resource/Symptom,  http://dbpedia.org/resource/Herbalism,  http://dbpedia.org/resource/Mucus,  http://dbpedia.org/resource/Inflammation,  http://dbpedia.org/resource/Medicine,  http://dbpedia.org/resource/United_Kingdom,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Infection,  http://dbpedia.org/resource/Common_cold,  http://dbpedia.org/resource/Rhinitis]",[http://dbpedia.org/resource/Mucous_membrane],Yong,female
38,http://ai.symptomchecking.org/condtion/Cellulitis,"[http://dbpedia.org/resource/Abscess,  http://dbpedia.org/resource/Cefalexin,  http://dbpedia.org/resource/Erythromycin,  http://dbpedia.org/resource/Aureus,  http://dbpedia.org/resource/Sulfamethoxazole,  http://dbpedia.org/resource/Analgesic,  http://dbpedia.org/resource/Corticosteroid,  http://dbpedia.org/resource/Clindamycin,  http://dbpedia.org/resource/Cell_culture,  http://dbpedia.org/resource/Amoxicillin,  http://dbpedia.org/resource/Cloxacillin,  http://dbpedia.org/resource/Penicillin,  http://dbpedia.org/resource/Streptococcus,  http://dbpedia.org/resource/Blood_pressure,  http://dbpedia.org/resource/Pus,  http://dbpedia.org/resource/Ten_Days,  http://dbpedia.org/resource/Methicillin-resistant_Staphylococcus_aureus,  http://dbpedia.org/resource/United_Kingdom,  http://dbpedia.org/resource/Doxycycline,  http://dbpedia.org/resource/Pathogenic_bacteria,  http://dbpedia.org/resource/Antibiotics,  http://dbpedia.org/resource/Staphylococcus_aureus]","[http://dbpedia.org/resource/Skin,  http://dbpedia.org/resource/Dermis,  http://dbpedia.org/resource/Lymphatic_vessel]",Yong,male
39,http://ai.symptomchecking.org/condtion/Cervical_cancer,"[http://dbpedia.org/resource/Developed_country,  http://dbpedia.org/resource/Combined_oral_contraceptive_pill,  http://dbpedia.org/resource/Chemotherapy]",http://dbpedia.org/resource/Gastric_acid,Elder,Female
40,http://ai.symptomchecking.org/condtion/Chest_pain,"[http://dbpedia.org/resource/Coronary_artery_disease,  http://dbpedia.org/resource/Emergency_department,  http://dbpedia.org/resource/Medical_emergency,  http://dbpedia.org/resource/Symptom,  http://dbpedia.org/resource/American_Community_Survey]",http://dbpedia.org/resource/Heart,young,male
41,http://ai.symptomchecking.org/condtion/Chickenpox,"[http://dbpedia.org/resource/Chicken,  http://dbpedia.org/resource/Ten_Days,  http://dbpedia.org/resource/Antibody,  http://dbpedia.org/resource/Polymerase_chain_reaction,  http://dbpedia.org/resource/Calamine,  http://dbpedia.org/resource/Virus,  http://dbpedia.org/resource/DNA_polymerase,  http://dbpedia.org/resource/Varicella_zoster_virus,  http://dbpedia.org/resource/Vaccination_schedule]",http://dbpedia.org/resource/Human_skin,young,female
42,http://ai.symptomchecking.org/condtion/Chronic_obstructive_pulmonary_disease,"[http://dbpedia.org/resource/Oxygen_therapy,  http://dbpedia.org/resource/Bronchodilator,  http://dbpedia.org/resource/Pulmonary_rehabilitation,  http://dbpedia.org/resource/Air_pollution]","[http://dbpedia.org/resource/Epithelium,  http://dbpedia.org/resource/Lung,  http://dbpedia.org/resource/Lung_transplantation]",Yong,male
43,http://ai.symptomchecking.org/condtion/Chronic_pancreatitis,"http://dbpedia.org/resource/Disease, http://dbpedia.org/resource/Inflammation, http://dbpedia.org/resource/Malabsorption, http://dbpedia.org/resource/Pain",http://dbpedia.org/resource/Pancreas,Yong,female
44,http://ai.symptomchecking.org/condtion/Cirrhosis,"[http://dbpedia.org/resource/Blood_test,  http://dbpedia.org/resource/Liver_transplantation,  http://dbpedia.org/resource/Hepatic_encephalopathy,  http://dbpedia.org/resource/Hippocrates,  http://dbpedia.org/resource/Diabetes_mellitus,  http://dbpedia.org/resource/United_States,  http://dbpedia.org/resource/Ursodeoxycholic_acid]","[http://dbpedia.org/resource/Esophagus,  http://dbpedia.org/resource/Pleural_effusion,  http://dbpedia.org/resource/Human_skin,  http://dbpedia.org/resource/Bile_duct]",Elder,Male
